host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
,,,2.4855806,,,,36.5091254,,,,,19630.5671979,,,,,6933.0,4.25089,,1.59944,,,,,,4135.3642287,2045.2584294,166.979879,-61.14625,,,,,,,,19630.5671979,tess
,,,3.7993182,,,,8.54839,,,,,7590.0,,,,,5318.0,4.43686,,0.97,,,,,,225.371,1079.0,198.132842,-45.590574,,,,,,,,7590.0,tess
,,,3.4934316,,,,11.4663,,,,,14230.0,,,,,5153.0,4.46892,,0.9,,,,,,116.196,914.0,94.942993,-53.226707,,,,,,,,14230.0,tess
,,,2.7863813,,,,12.0024836,,,,,11628.7594512,,,,,5376.0,4.42496,,1.00073,,,,,,483.4407911,1195.9294829,91.937566,-73.391862,,,,,,,,11628.7594512,tess
,,,4.2986466,,,,14.2892609,,,,,15275.7584547,,,,,5715.0,4.34342,,1.11852,,,,,,454.8720517,1177.8556322,207.907675,-23.78124,,,,,,,,15275.7584547,tess
,,,8.9066251,,,,7.1574108,,,,,2178.8336338,,,,,5829.6,4.1,,1.51595,,,,,,325.1651305,1083.0431039,19.461136,0.346971,,,,,,,,2178.8336338,tess
,,,7.06181,,,,24.7848,,,,,22745.5,,,,,5818.3,4.4,,1.49,,,,,,721.751,1443.0,24.172722,-31.670795,,,,,,,,22745.5,tess
,,,14.20489,,,,12.4595,,,,,8761.57,,,,,6316.3,4.3,,1.21,,,,,,386.596,1235.0,26.376875,-51.296821,,,,,,,,8761.57,tess
,,,3.2063107,,,,20.2776,,,,,6909.9609504,,,,,5286.9,,,2.29,,,,,,2254.62,1919.0,43.875521,-53.665545,,,,,,,,6909.9609504,tess
,,,9.77742,,,,35.6978,,,,,6740.0,,,,,4513.0,,,2.87,,,,,,480.928,1304.0,24.216097,-39.142583,,,,,,,,6740.0,tess
,,,0.76566,,,,3.54139,,,,,1410.0,,,,,5311.0,4.47,,0.92,,,,,,2314.06,1932.0,28.715796,-29.421709,,,,,,,,1410.0,tess
,,,10.32103,,,,34.1767,,,,,58957.4,,,,,5863.5,4.38,,1.28,,,,,,218.123,1070.0,9.765924,-17.221806,,,,,,,,58957.4,tess
,,,0.6296,,,,3.39154,,,,,790.0,,,,,5485.0,4.64,,0.77,,,,,,193.701,1039.0,7.387843,-10.468279,,,,,,,,790.0,tess
,,,4.943336,,,,6.40301,,,,,2010.0,,,,,5574.0,3.95,,1.73,,,,,,311.475,1170.0,24.740265,-7.280979,,,,,,,,2010.0,tess
,,,6.8646554,,,,17.29,,,,,5090.0,,,,,5937.0,4.19,,1.38,,,,,,1640.28,1772.0,32.914289,-37.892988,,,,,,,,5090.0,tess
,,,5.8508237,,,,4.9253389,,,,,876.8239527,,,,,5928.0,4.19,,1.37754,,,,,,493.4057797,1202.0452252,28.078089,-43.047613,,,,,,,,876.8239527,tess
,,,1.8301156,,,,4.46184,,,,,1110.0,,,,,6671.0,4.41,,1.22,,,,,,515.147,1327.0,15.543042,-2.144574,,,,,,,,1110.0,tess
,,,5.4014,,,,16.7216,,,,,1225.99,,,,,5179.9,,,4.34,,,,,,41.9773,709.0,14.094894,-14.788329,,,,,,,,1225.99,tess
,,,3.9080236,,,,15.1385,,,,,8100.0,,,,,6143.0,4.08,,1.63,,,,,,744.132,1455.0,25.871364,-14.149185,,,,,,,,8100.0,tess
,,,3.2797206,,,,14.0606451,,,,,11148.420202,,,,,5857.0,4.24,,1.29747,,,,,,913.7792532,1402.2649308,60.199826,-54.592918,,,,,,,,11148.420202,tess
,,,5.1543265,,,,4.6014268,,,,,2522.1346873,,,,,4971.0,4.59,,0.756197,,,,,,104.6021101,815.6519164,97.144014,-61.150325,,,,,,,,2522.1346873,tess
,,,6.4535152,,,,19.7517,,,,,11200.0,,,,,5906.0,4.07,,1.58,,,,,,240.342,1096.0,43.546163,-41.514421,,,,,,,,11200.0,tess
,,,6.7391601,,,,30.8876,,,,,3040.0,,,,,10341.0,3.8,,3.39,,,,,,5656.73,2416.0,119.533518,-60.780499,,,,,,,,3040.0,tess
,,,3.3102159,,,,,,,,,5092.4594143,,,,,,,,,,,,,,528.7060422,1222.9911603,124.300024,-65.65708,,,,,,,,5092.4594143,tess
,,,0.5251251,,,,1.4381391,,,,,277.1920779,,,,,5867.0,4.5948,,0.850302,,,,,,4078.1238196,2038.1439377,93.729429,-49.756087,,,,,,,,277.1920779,tess
,,,0.520671,,,,1.0047438,,,,,626.6355136,,,,,3460.0,4.438,,0.39861,,,,,,241.8916543,1005.8308938,81.443395,-51.357031,,,,,,,,626.6355136,tess
,,,0.7455787,,,,3.402474,,,,,784.6891758,,,,,5181.0,4.14486,,1.19844,,,,,,4518.5746486,2091.077432,62.454351,-26.022091,,,,,,,,784.6891758,tess
,,,22.338916,,,,18.449977,,,,,605.5453887,,,,,4866.0,2.50648,,7.56825,,,,,,1556.9001967,1602.082745,77.546589,-57.586679,,,,,,,,605.5453887,tess
,,,15.4043768,,,,2.2872195,,,,,281.5569106,,,,,5777.36,4.30388,,1.23499,,,,,,100.9158218,808.3688406,119.014208,-64.941154,,,,,,,,281.5569106,tess
,,,0.556109,,,,1.609049,,,,,172.860189,,,,,5670.45,4.16644,,1.18329,,,,,,8967.4525288,2481.9156706,108.568016,-74.970528,,,,,,,,172.860189,tess
,,,26.2588239,,,,2.0533305,,,,,251.0105068,,,,,5908.0,4.28153,,1.24841,,,,,,54.4142175,692.7042412,53.178982,-51.788532,,,,,,,,251.0105068,tess
,,,22.0379547,,,,2.335104,,,,,1208.1077142,,,,,3927.0,4.6966,,0.611136,,,,,,4.0755023,362.3806799,63.31929,-50.944261,,,,,,,,1208.1077142,tess
,,,14.362738,,,,1.6866314,,,,,541.9770506,,,,,4939.0,4.58489,,0.732189,,,,,,24.1363405,565.3112203,74.737626,-50.627415,,,,,,,,541.9770506,tess
,,,2.2395544,,,,2.7483506,,,,,1152.7849514,,,,,4872.54,4.68951,,0.75636,,,,,,300.9147034,1062.2594463,74.868182,-55.92906,,,,,,,,1152.7849514,tess
,,,4.9727711,,,,2.6058369,,,,,825.5374706,,,,,4872.54,4.68951,,0.75636,,,,,,103.8789635,814.2385337,74.868182,-55.92906,,,,,,,,825.5374706,tess
,,,5.9312003,,,,1.7979811,,,,,1021.9253753,,,,,3797.0,4.74005,,0.5204,,,,,,17.0189842,518.0279088,56.736636,-63.336878,,,,,,,,1021.9253753,tess
,,,5.9049733,,,,2.2395287,,,,,200.4796961,,,,,6437.0,4.2473,,1.4178801,,,,,,614.208654,1269.6930207,96.069345,-46.93762,,,,,,,,200.4796961,tess
,,,11.020153,,,,2.343228,,,,,1076.926754,,,,,4407.0,4.56293,,0.719466,,,,,,23.8243065,563.4752132,78.037215,-37.708481,,,,,,,,1076.926754,tess
,,,29.4829022,,,,2.7733274,,,,,2066.5043819,,,,,3955.0,4.68874,,0.603739,,,,,,3.0151313,336.0828164,84.109334,-24.244444,,,,,,,,2066.5043819,tess
,,,6.015802,,,,13.627855,,,,,5341.6796352,,,,,7836.0,4.14,,1.59435,,,,,,1280.3562297,1525.6413615,99.11511,-50.297401,,,,,,,,5341.6796352,tess
,,,3.9773904,,,,5.03874,,,,,1134.0,,,,,5518.3,3.93,,1.77,,,,,,460.733,1290.0,76.761786,-51.766957,,,,,,,,1134.0,tess
,,,6.58454,,,,,,,,,5500.94,,,,,8829.0,3.91,,,,,,,,1274.11,1664.0,98.123772,-3.54484,,,,,,,,5500.94,tess
,,,6.3872524,,,,5.0445,,,,,3510.0,,,,,4935.0,4.52,,0.82,,,,,,73.9967,817.0,94.164473,-13.987337,,,,,,,,3510.0,tess
,,,2.5735943,,,,2.7779229,,,,,739.6008283,,,,,4935.0,4.52,,0.816999,,,,,,301.8661097,1063.0980928,94.164473,-13.987337,,,,,,,,739.6008283,tess
,,,14.3318853,,,,2.87022,,,,,990.0,,,,,4935.0,4.52,,0.82,,,,,,9.971,495.0,94.164473,-13.987337,,,,,,,,990.0,tess
,,,0.56708,,,,29.9735,,,,,980.0,,,,,5274.0,,,9.78,,,,,,3660.0,2166.0,104.479884,5.748028,,,,,,,,980.0,tess
,,,2.3552639,,,,8.10129,,,,,912.0,,,,,7069.0,3.88,,2.37,,,,,,698.522,1432.0,89.16524,14.785575,,,,,,,,912.0,tess
,,,10.0577297,,,,7.17665,,,,,4860.0,,,,,5651.0,4.43,,1.01,,,,,,91.5488,861.0,103.369061,-6.507835,,,,,,,,4860.0,tess
,,,2.7809,,,,56.3202,,,,,2990.0,,,,,11246.0,,,5.45,,,,,,26869.1,3566.0,93.921031,11.832621,,,,,,,,2990.0,tess
,,,2.56876,,,,17.6099,,,,,360.521,,,,,4312.9,,,8.43,,,,,,357.805,1211.0,98.26778,-10.870679,,,,,,,,360.521,tess
,,,20.4276727,,,,19.9576585,,,,,2988.5020776,,,,,8844.0,3.76,,3.25795,,,,,,1594.302814,1611.6192743,101.693856,-6.144778,,,,,,,,2988.5020776,tess
,,,5.77114,,,,10.9488,,,,,1931.81,,,,,7173.0,4.03,,2.26,,,,,,408.749,1252.0,94.545308,15.952049,,,,,,,,1931.81,tess
,,,3.96643,,,,5.99981,,,,,828.371,,,,,6565.2,4.09,,1.9,,,,,,376.453,1227.0,96.666044,13.29938,,,,,,,,828.371,tess
,,,1.83485,,,,5.90327,,,,,1200.0,,,,,6466.0,4.11,,1.68,,,,,,3996.1,2215.0,106.649775,-53.546434,,,,,,,,1200.0,tess
,,,3.2022978,,,,34.5557,,,,,41820.0,,,,,6600.0,4.17,,1.67,,,,,,1640.28,,100.36319,-12.285043,,,,,,,,41820.0,tess
,,,4.99915,,,,2.28122,,,,,684.271,,,,,4696.0,,,0.79,,,,,,386.241,1235.0,93.122299,-16.792043,,,,,,,,684.271,tess
,,,10.6265837,,,,12.0335,,,,,7530.0,,,,,7723.0,4.43,,1.35,,,,,,571.007,1361.0,86.738228,-11.23534,,,,,,,,7530.0,tess
,,,5.6148305,,,,9.62058,,,,,2300.0,,,,,9856.0,4.01,,2.59,,,,,,3420.14,2130.0,103.678583,-7.131316,,,,,,,,2300.0,tess
,,,4.3433389,,,,24.4433,,,,,1100.0,,,,,9900.0,3.68,,3.83,,,,,,60347.5,4366.0,96.793934,-4.7801,,,,,,,,1100.0,tess
,,,0.76189,,,,1.50503,,,,,190.0,,,,,5998.0,4.39,,1.11,,,,,,6450.77,2496.0,94.205654,-2.92914,,,,,,,,190.0,tess
,,,3.52985,,,,3.20773,,,,,560.0,,,,,6627.0,4.31,,1.37,,,,,,489.2,1310.0,89.15458,10.551759,,,,,,,,560.0,tess
,,,1.2980202,,,,2.58794,,,,,250.0,,,,,6128.0,4.08,,1.62,,,,,,6354.72,2487.0,98.59774,8.413625,,,,,,,,250.0,tess
,,,,,,,19.7649,,,,,6000.0,,,,,5652.0,4.32,,2.74,,,,,,5400.0,2388.0,104.480707,-9.924849,,,,,,,,6000.0,tess
,,,12.8461943,,,,11.8867391,,,,,8527.3304874,,,,,5591.0,4.30695,,1.18787,,,,,,107.8059302,821.8270133,104.492446,-71.523106,,,,,,,,8527.3304874,tess
,,,4.8494108,,,,2.7650341,,,,,1341.9401258,,,,,3861.0,4.71767,,0.680711,,,,,,56.8561171,700.3482517,245.905129,-31.373574,,,,,,,,1341.9401258,tess
,,,3.2308423,,,,11.144364,,,,,2427.4314638,,,,,7062.0,4.49596,,1.38436,,,,,,1292.7015226,1529.3057261,261.062847,-50.386051,,,,,,,,2427.4314638,tess
,,,18.2592673,,,,15.8995046,,,,,1829.4851391,,,,,7142.0,4.15713,,2.2950301,,,,,,358.7059761,1109.9525227,259.49578,-45.883555,,,,,,,,1829.4851391,tess
,,,7.2766004,,,,11.5799,,,,,2440.0,,,,,6266.0,4.27,,2.21,,,,,,591.917,1374.0,57.489027,-72.793731,,,,,,,,2440.0,tess
,,,10.8772748,,,,2.309613,,,,,1827.2189379,,,,,3992.0,4.61929,,0.532439,,,,,,8.3168643,433.1214112,89.371273,-83.129726,,,,,,,,1827.2189379,tess
,,,83.9993991,,,,2.3408341,,,,,1856.5912767,,,,,3992.0,4.61929,,0.532439,,,,,,0.5448599,219.1245115,89.371273,-83.129726,,,,,,,,1856.5912767,tess
,,,3.7395716,,,,13.9317353,,,,,15256.9023477,,,,,5565.0,4.46277,,1.00018,,,,,,353.3142325,1105.7578537,227.658675,-71.361632,,,,,,,,15256.9023477,tess
,,,1.6647888,,,,5.25863,,,,,1600.0,,,,,5954.53,3.68582,,1.42,,,,,,751.21,1458.0,239.825514,-49.366664,,,,,,,,1600.0,tess
,,,4.5849129,,,,9.6158851,,,,,2101.0682794,,,,,6272.0,3.8399,,2.0597899,,,,,,1729.6714348,1644.7907422,262.183407,-62.840383,,,,,,,,2101.0682794,tess
,,,3.1837789,,,,3.1080163,,,,,850.2084133,,,,,5500.0,4.99,,1.0523601,,,,,,519.52682,1217.6479521,53.159427,-81.250745,,,,,,,,850.2084133,tess
,,,3.9043855,,,,1.80937,,,,,255.0,,,,,6059.06,4.29,,1.31,,,,,,836.633,1498.0,251.362526,-71.839588,,,,,,,,255.0,tess
,,,2.0291067,,,,1.0407954,,,,,954.52078,,,,,3194.0,4.96718,,0.287497,,,,,,22.0713381,552.8113049,290.23794,-82.559788,,,,,,,,954.52078,tess
,,,8.5841822,,,,21.4045649,,,,,8263.4886291,,,,,5963.0,4.438,,1.44708,,,,,,332.3230715,1088.9548484,262.335243,-38.645969,,,,,,,,8263.4886291,tess
,,,4.678059,,,,2.2524868,,,,,2029.239148,,,,,3566.0,4.83519,,0.426465,,,,,,14.2145991,495.2259613,229.328567,-80.473345,,,,,,,,2029.239148,tess
,,,11.099348,,,,2.4827074,,,,,1159.3892018,,,,,4948.0,4.60394,,0.732535,,,,,,35.2422046,621.420415,234.572324,-80.803427,,,,,,,,1159.3892018,tess
,,,1469.8512039,,,,2.7937261,,,,,945.0433631,,,,,4948.0,4.60394,,0.732535,,,,,,0.052211,121.9158623,234.572324,-80.803427,,,,,,,,945.0433631,tess
,,,2.3374921,,,,4.00659,,,,,760.0,,,,,5963.4,3.65,,1.54,,,,,,975.016,1556.0,48.726093,-44.961855,,,,,,,,760.0,tess
,,,2.3250156,,,,10.7275,,,,,1130.0,,,,,5753.0,3.83,,2.05,,,,,,2083.06,1882.0,68.803771,-51.396562,,,,,,,,1130.0,tess
,,,29.17362,,,,15.4676,,,,,5558.85,,,,,5493.2,3.92,,1.89,,,,,,167.644,1002.0,105.956649,-60.297493,,,,,,,,5558.85,tess
,,,26.4126517,,,,24.163132,,,,,5967.2243425,,,,,6070.0,3.65,,2.62866,,,,,,256.8541056,1021.0367587,49.816476,-59.400109,,,,,,,,5967.2243425,tess
,,,1.1140067,,,,6.34675,,,,,410.0,,,,,5614.0,3.5,,2.94,,,,,,6504.41,2501.0,71.799228,-68.985641,,,,,,,,410.0,tess
,,,20.0272717,,,,23.6497441,,,,,17515.7129689,,,,,5811.1,,,1.137,,,,,,53.3768508,689.3788995,93.413565,-62.219723,,,,,,,,17515.7129689,tess
,,,19.2998,,,,,,,,,1864.78,,,,,3818.0,,,,,,,,,16.9727,565.0,110.312488,-73.453234,,,,,,,,1864.78,tess
,,,5.1287265,,,,3.3763609,,,,,809.4472541,,,,,6055.5,4.38,,1.14,,,,,,426.7683426,951.0,99.674204,-56.22054,,,,,,,,809.4472541,tess
,,,9.46516,,,,,,,,,10952.3,,,,,4120.0,,,,,,,,,83.6782,842.0,110.890427,-79.504188,,,,,,,,10952.3,tess
,,,3.2744665,,,,4.0297948,,,,,918.0803144,,,,,6049.0,4.3,,1.2460999,,,,,,920.8745704,1404.9791186,50.036337,-45.061851,,,,,,,,918.0803144,tess
,,,12.1272702,,,,20.3161792,,,,,19172.4644881,,,,,5682.0,4.45,,0.993827,,,,,,85.7681608,776.1600297,79.656888,-55.888562,,,,,,,,19172.4644881,tess
,,,13.17741,,,,49.318,,,,,1750.0,,,,,5027.7,,,10.05,,,,,,44.0738,717.0,113.047662,-68.012289,,,,,,,,1750.0,tess
,,,1.7957918,,,,7.76436,,,,,770.0,,,,,5658.4,,,2.61,,,,,,718.524,1442.0,48.378728,-32.00557,,,,,,,,770.0,tess
,,,2.5852,,,,4.66502,,,,,290.0,,,,,6639.0,3.73,,2.66,,,,,,1150.76,1622.0,89.730768,-79.743374,,,,,,,,290.0,tess
,,,30.57908,,,,14.1152,,,,,12972.8,,,,,5848.0,4.35,,1.13,,,,,,81.7492,837.0,112.599235,-71.595463,,,,,,,,12972.8,tess
,,,5.830149,,,,2.70505,,,,,1310.0,,,,,4451.0,4.57,,0.72,,,,,,59.7261,774.0,45.907166,-39.930776,,,,,,,,1310.0,tess
,,,4.90038,,,,6.56819,,,,,240.0,,,,,6504.0,3.32,,4.18,,,,,,736.282,1451.0,54.308702,-44.472006,,,,,,,,240.0,tess
,,,3.2452094,,,,20.6894,,,,,7370.0,,,,,5928.0,,,2.31,,,,,,600.388,1379.0,57.336855,-47.91819,,,,,,,,7370.0,tess
,,,19.3106015,,,,2.7470788,,,,,1222.9987584,,,,,4444.0,4.55,,0.734073,,,,,,12.0239187,474.9318086,95.940941,-54.578024,,,,,,,,1222.9987584,tess
,,,7.9856481,,,,1.70724,,,,,460.0,,,,,4444.0,4.55,,0.73,,,,,,34.6569,675.0,95.940941,-54.578024,,,,,,,,460.0,tess
,,,88.9350637,,,,12.6517291,,,,,4026.4400749,,,,,5546.9,3.93,,1.78672,,,,,,18.0301689,525.5568469,92.305335,-55.403754,,,,,,,,4026.4400749,tess
,,,3.7817383,,,,12.4392846,,,,,18870.7216253,,,,,4833.0,4.51712,,0.869755,,,,,,194.0868583,951.9601792,75.350678,-56.141416,,,,,,,,18870.7216253,tess
,,,2.23294,,,,15.959056,,,,,16930.0,,,,,4814.0,4.51946,,0.804149,,,,,,328.2137194,,96.248202,-59.804574,,,,,,,,16930.0,tess
,,,7.936533,,,,7.76368,,,,,6995.7727314,,,,,4320.0,4.57232,,0.85,,,,,,164.7586619,913.7593073,111.036157,-78.442588,,,,,,,,6995.7727314,tess
,,,0.27664,,,,24.4651,,,,,15669.3,,,,,5341.6,4.09,,1.78,,,,,,15418.8,3104.0,58.896845,-2.505949,,,,,,,,15669.3,tess
,,,8.8073507,,,,4.0916,,,,,1700.0,,,,,5981.0,4.49,,0.99,,,,,,220.735,1073.0,63.032344,-12.118836,,,,,,,,1700.0,tess
,,,7.6107227,,,,12.4861,,,,,6400.0,,,,,6159.5,4.14,,1.53,,,,,,297.144,1156.0,63.786841,-7.315748,,,,,,,,6400.0,tess
,,,0.7386689,,,,3.6178,,,,,1020.0,,,,,5100.2,,,0.85,,,,,,378.381,1228.0,77.403593,-5.67097,,,,,,,,1020.0,tess
,,,8.5145626,,,,6.95626,,,,,3260.0,,,,,5920.0,4.32,,1.18,,,,,,166.575,1000.0,78.300525,6.545915,,,,,,,,3260.0,tess
,,,4.32765,,,,3.52025,,,,,1480.0,,,,,4945.0,4.43,,0.91,,,,,,261.858,1120.0,76.649617,-20.245613,,,,,,,,1480.0,tess
,,,12.35611,,,,13.4341,,,,,8020.0,,,,,6794.0,4.28,,1.45,,,,,,366.445,1218.0,74.555144,8.980825,,,,,,,,8020.0,tess
,,,6.0588453,,,,35.2541,,,,,2740.0,,,,,7011.0,3.51,,3.6,,,,,,4249.82,2249.0,63.811095,14.944839,,,,,,,,2740.0,tess
,,,0.9298045,,,,4.60146,,,,,720.0,,,,,7019.0,4.19,,1.65,,,,,,4136.65,2234.0,80.455333,-36.673792,,,,,,,,720.0,tess
,,,6.1253092,,,,22.9909,,,,,39400.0,,,,,5008.3,,,1.05,,,,,,60.67,777.0,92.833906,-51.466622,,,,,,,,39400.0,tess
,,,7.31523,,,,17.8813,,,,,8225.0,,,,,6251.5,4.0,,1.79,,,,,,187.784,1031.0,78.318822,4.809898,,,,,,,,8225.0,tess
,,,12.7009,,,,10.5402,,,,,2482.58,,,,,6092.9,3.65,,1.92,,,,,,270.518,1129.0,75.531735,-22.711864,,,,,,,,2482.58,tess
,,,1.3228701,,,,2.50355,,,,,720.0,,,,,5136.1,,,0.84,,,,,,910.45,1530.0,79.101853,-15.512686,,,,,,,,720.0,tess
,,,1.14288,,,,7.08364,,,,,2270.0,,,,,6706.0,4.23,,1.51,,,,,,3104.56,2079.0,70.375099,14.815533,,,,,,,,2270.0,tess
,,,2.96845,,,,20.1857,,,,,17064.8,,,,,5761.5,4.35,,1.4,,,,,,969.61,1554.0,67.551337,5.298825,,,,,,,,17064.8,tess
,,,1.79011,,,,7.38823,,,,,430.0,,,,,7110.0,3.9,,2.33,,,,,,1262.31,1660.0,61.77946,-13.766859,,,,,,,,430.0,tess
,,,2.96844,,,,19.3343,,,,,13028.0,,,,,5772.0,4.1,,1.54,,,,,,981.423,1559.0,67.552495,5.298431,,,,,,,,13028.0,tess
,,,3.68497,,,,9.05543,,,,,2070.0,,,,,5756.0,3.88,,1.93,,,,,,1260.27,1659.0,61.941059,-25.208803,,,,,,,,2070.0,tess
,,,1.6375303,,,,5.03673,,,,,770.0,,,,,5888.8,3.99,,1.72,,,,,,900.876,1526.0,76.081839,-20.731341,,,,,,,,770.0,tess
,,,17.95473,,,,14.9952,,,,,5962.04,,,,,6029.5,4.22,,1.77,,,,,,225.794,1079.0,75.360839,-22.382135,,,,,,,,5962.04,tess
,,,0.8317937,,,,2.64673,,,,,200.0,,,,,8897.0,4.27,,1.82,,,,,,25432.4,3518.0,79.432431,-0.370122,,,,,,,,200.0,tess
,,,0.5875044,,,,14.3274,,,,,1680.0,,,,,5745.1,4.14,,1.43,,,,,,31057.7,3698.0,83.215825,-19.575073,,,,,,,,1680.0,tess
,,,1.54104,,,,,,,,,30644.8,,,,,8264.0,4.09,,,,,,,,11491.8,2884.0,114.012456,4.715116,,,,,,,,30644.8,tess
,,,1.6187107,,,,12.5948602,,,,,1352.1697973,,,,,9385.0,4.12,,2.22468,,,,,,26480.6076583,3253.506931,107.59809,-5.432679,,,,,,,,1352.1697973,tess
,,,4.79586,,,,23.4129,,,,,26891.1,,,,,5782.5,4.37,,1.3,,,,,,377.084,1227.0,127.178328,4.038553,,,,,,,,26891.1,tess
,,,4.06269,,,,,,,,,4210.0,,,,,,,,,,,,,,,,117.712497,-21.015735,,,,,,,,4210.0,tess
,,,11.1178464,,,,8.8518806,,,,,5715.8314771,,,,,5814.9,4.4,,1.06616,,,,,,118.7684839,841.9669663,119.1493,-0.772849,,,,,,,,5715.8314771,tess
,,,0.60274,,,,11.8344,,,,,16763.6,,,,,5146.2,4.61,,0.83,,,,,,18432.4,3246.0,109.106905,-8.329732,,,,,,,,16763.6,tess
,,,1.37101,,,,4.99178,,,,,1561.43,,,,,5947.5,4.22,,1.15,,,,,,17275.0,3193.0,109.056276,-9.893473,,,,,,,,1561.43,tess
,,,3.4091568,,,,15.9162999,,,,,16294.3969402,,,,,6316.0,4.37,,1.21069,,,,,,918.387707,1404.0296041,123.392246,-1.982787,,,,,,,,16294.3969402,tess
,,,1.7393631,,,,5.1189079,,,,,428.8811939,,,,,7051.0,3.87,,2.40368,,,,,,11860.0095258,2661.5890983,117.084021,-57.236311,,,,,,,,428.8811939,tess
,,,2.80944,,,,,,,,,1606.43,,,,,4968.3,,,,,,,,,536.378,1340.0,116.914289,11.980797,,,,,,,,1606.43,tess
,,,1.8237371,,,,3.64998,,,,,1890.0,,,,,4249.1,4.43,,0.82,,,,,,167.634,1002.0,115.136686,2.098588,,,,,,,,1890.0,tess
,,,4.9857808,,,,2.7920398,,,,,690.3429151,,,,,5189.0,4.33,,1.06532,,,,,,245.807602,1009.8772228,114.699006,-39.135518,,,,,,,,690.3429151,tess
,,,2.3960724,,,,3.54571,,,,,680.0,,,,,5743.0,4.18,,1.37,,,,,,3570.59,2153.0,107.42144,-11.328877,,,,,,,,680.0,tess
,,,2.67425,,,,178.665,,,,,1920.0,,,,,4770.0,,,36.51,,,,,,2364.93,1942.0,115.280389,-26.070939,,,,,,,,1920.0,tess
,,,1.27997,,,,285.674,,,,,790.0,,,,,3435.0,,,102.03,,,,,,379.23,1229.0,109.950322,-11.942687,,,,,,,,790.0,tess
,,,2.8259491,,,,8.56637,,,,,2206.0,,,,,8192.0,4.21,,1.84,,,,,,4419.71,2271.0,116.274911,-17.17511,,,,,,,,2206.0,tess
,,,1.97353,,,,,,,,,867.428,,,,,2828.0,,,,,,,,,57.3824,766.0,121.185099,-41.559812,,,,,,,,867.428,tess
,,,3.1510408,,,,297.1117262,,,,,2025.1072724,,,,,4240.0,,,49.1612,,,,,,2194.07288,1745.5508783,117.470237,-16.023413,,,,,,,,2025.1072724,tess
,,,2.78102,,,,2.23876,,,,,748.64,,,,,4538.0,,,0.74,,,,,,111.574,905.0,105.063071,-2.347448,,,,,,,,748.64,tess
,,,13.1660135,,,,11.3913,,,,,5697.0,,,,,6368.0,4.18,,1.52,,,,,,134.826,949.0,120.204125,-2.010837,,,,,,,,5697.0,tess
,,,1.10578,,,,7.4741,,,,,672.523,,,,,5650.4,4.32,,2.62,,,,,,2163.51,1900.0,111.766458,-7.129696,,,,,,,,672.523,tess
,,,1.3387555,,,,4.1672558,,,,,357.2449276,,,,,5322.0,3.82,,1.96337,,,,,,5177.3878513,2163.4528,114.420797,-7.33674,,,,,,,,357.2449276,tess
,,,1.6038093,,,,4.6692325,,,,,1190.6782952,,,,,6711.0,4.25,,1.48129,,,,,,2674.6329403,2004.2139211,117.113226,-28.204828,,,,,,,,1190.6782952,tess
,,,6.3037582,,,,13.147,,,,,1700.0,,,,,8502.0,3.78,,3.08,,,,,,1735.06,1798.0,106.405063,-11.979855,,,,,,,,1700.0,tess
,,,7.3816254,,,,,,,,,2546.0,,,,,9260.2,4.08,,,,,,,,9359.75,2740.0,114.864422,-32.903754,,,,,,,,2546.0,tess
,,,7.52118,,,,12.9114,,,,,50623.3,,,,,6184.6,4.11,,0.52,,,,,,1910.28,1841.0,104.87593,-4.812169,,,,,,,,50623.3,tess
,,,8.76905,,,,21.0089,,,,,14361.0,,,,,5906.8,4.22,,1.59,,,,,,538.251,1341.0,111.644015,7.01633,,,,,,,,14361.0,tess
,,,0.5476695,,,,9.95459,,,,,2741.0,,,,,8274.5,4.17,,1.65,,,,,,38950.9,3913.0,120.105441,10.343871,,,,,,,,2741.0,tess
,,,5.2146757,,,,14.4476769,,,,,3754.150648,,,,,6080.0,3.78,,2.27,,,,,,1037.07,1607.3541478,100.9257,-30.491967,,,,,,,,3754.150648,tess
,,,4.30438,,,,13.7564,,,,,672.002,,,,,6056.9,4.17,,4.82,,,,,,503.88,1319.0,113.424039,-30.996054,,,,,,,,672.002,tess
,,,3.121181,,,,5.74349,,,,,571.0,,,,,7814.0,,,2.06,,,,,,1102.11,1605.0,110.506534,10.238635,,,,,,,,571.0,tess
,,,4.587386,,,,10.6337,,,,,3321.0,,,,,8388.0,4.22,,1.86,,,,,,4384.23,2266.0,121.913554,-5.770077,,,,,,,,3321.0,tess
,,,2.4843225,,,,12.9191,,,,,1476.0,,,,,9855.0,4.18,,2.13,,,,,,32959.2,3753.0,114.346166,-11.151301,,,,,,,,1476.0,tess
