host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
K00116.03,,CONFIRMED,6.164876,0.0648,0.0,86.69,0.79,,,,,55.8,3.262,0.646,11.19,0.007192,5854.0,4.406,-0.12,1.012,0.951,0.69664,,,,256.35,1021.0,300.86398,44.337551,,,,,14.4,2.6950479,11.552998,55.8,kepler
K00806.02,,CONFIRMED,60.32494216,0.2998,0.0,89.83,12.19,,,,,20280.0,6.6188,0.224,77.04,0.128744,5485.0,4.556,0.21,0.867,0.986,2.37656,,,,6.77,411.0,285.28363,38.947281,,,,,347.2,88.82677,323.38303,20280.0,kepler
K00806.03,,CONFIRMED,29.1598615,0.1847,0.0,89.38,1.91,,,,,488.0,4.803,0.3619,44.2,0.02018,5485.0,4.556,0.21,0.867,0.986,1.92739,,,,17.85,524.0,285.28363,38.947281,,,,,11.6,,,488.0,kepler
K00807.01,,FALSE POSITIVE,1.540397253,0.0264,0.0,51.56,25.69,,,,,816.1,2.1541,1.225,1.971,0.257087,5663.0,4.53,0.21,0.915,1.034,0.06102,,,,1105.68,1470.0,286.92639,38.921631,,,,,38.8,7.5703845,32.004185,816.1,kepler
K00808.01,,FALSE POSITIVE,2.99025443,0.0367,0.0,89.81,1.7,,,,,589.2,5.414,0.014,4.349,0.021279,4667.0,4.578,0.1,0.731,0.737,0.17407,,,,168.45,918.0,287.74881,38.92955,,,,,48.5,4.439786,35.481506,589.2,kepler
K00809.01,,CONFIRMED,1.594745374,0.0258,0.0,85.25,11.3,,,,,15044.0,1.9604,0.514,6.203,0.115879,5934.0,4.491,-0.38,0.893,0.901,1.77544,,,,1329.42,1539.0,285.21381,39.027481,,,,,1009.3,62.03516,1015.921,15044.0,kepler
K00810.01,,CONFIRMED,4.783002698,0.0535,0.0,89.99,2.5,,,,,1008.7,2.335,0.003,16.102,0.028315,5170.0,4.574,0.18,0.807,0.891,3.45234,,,,145.48,886.0,287.09399,39.060719,,,,,70.6,7.252221,57.638233,1008.7,kepler
K00811.01,,CONFIRMED,20.50588921,0.1326,0.0,89.62,3.41,,,,,2105.5,4.0595,0.26,38.91,0.041039,4905.0,4.544,-0.04,0.761,0.739,2.64998,,,,17.06,518.0,289.31543,39.153278,,,,,78.5,12.827003,70.729904,2105.5,kepler
K00812.01,,CONFIRMED,3.340218842,0.0348,0.0,87.85,2.03,,,,,1632.6,1.9104,0.466,12.4,0.037683,3950.0,4.754,-0.46,0.493,0.502,3.23586,,,,43.73,656.0,286.07913,39.27832,,,,,71.6,8.777286,58.181076,1632.6,kepler
K00828.01,,FALSE POSITIVE,2.507089906,0.0365,0.0,67.79,30.26,,,,,1339.2,2.0067,1.255,3.32,0.295115,5926.0,4.506,-0.04,0.939,1.03,0.11003,,,,730.47,1326.0,295.37805,40.493401,,,,,64.9,7.337525,50.679256,1339.2,kepler
K00829.01,,CONFIRMED,18.64932728,0.139,0.0,89.86,3.12,,,,,893.6,4.4056,0.08,33.12,0.027096,5775.0,4.405,0.16,1.053,1.026,1.97596,,,,57.13,701.0,290.46176,40.562462,,,,,46.1,7.871079,36.000114,893.6,kepler
K00117.02,,CONFIRMED,4.90144976,0.0586,0.0,86.1,1.7,,,,,140.7,4.1654,0.529,7.78,0.011136,5847.0,4.191,0.26,1.402,1.113,0.3709,,,,598.74,1262.0,297.02826,48.208611,,,,,50.6,5.743281,33.185894,140.7,kepler
K00829.02,,CONFIRMED,9.75192101,0.0902,0.0,80.97,2.76,,,,,418.0,4.793,0.949,6.05,0.024042,5775.0,4.405,0.16,1.053,1.026,0.044,,,,135.66,870.0,290.46176,40.562462,,,,,28.5,4.4869766,24.258644,418.0,kepler
K00829.03,,CONFIRMED,38.5576546,0.2255,0.0,87.91,4.02,,,,,993.0,5.794,0.911,24.9,0.03498,5775.0,4.405,0.16,1.053,1.026,0.19756,,,,21.71,550.0,290.46176,40.562462,,,,,39.7,7.5526104,32.640865,993.0,kepler
K00830.01,,CONFIRMED,3.525632539,0.0431,0.0,89.41,11.58,,,,,22335.0,2.59959,0.12,11.699,0.13372,5150.0,4.572,0.08,0.793,0.855,2.43681,,,,213.12,975.0,290.58173,40.5774,,,,,1996.7,162.61552,2078.4102,22335.0,kepler
K00815.01,,CANDIDATE,34.84398644,0.1971,0.0,88.92,7.61,,,,,4523.6,2.9315,0.934,49.31,0.080046,5509.0,4.482,-0.16,0.871,0.84,1.86832,,,,16.1,511.0,285.92001,39.624828,,,,,76.8,15.928789,75.6448,4523.6,kepler
K00816.01,,CONFIRMED,7.748094239,0.081,0.0,88.02,5.52,,,,,2472.1,3.5957,0.517,15.0,0.046615,5973.0,4.439,0.36,1.085,1.181,1.06292,,,,204.39,964.0,294.4899,39.771439,,,,,113.2,13.618479,106.29421,2472.1,kepler
K00817.01,,CONFIRMED,23.96793669,0.1322,0.0,89.47,1.8,,,,,1182.3,3.827,0.416,45.2,0.03141,3747.0,4.728,0.1,0.524,0.536,3.03325,,,,2.77,329.0,283.86639,39.898079,,,,,27.5,5.809559,22.27284,1182.3,kepler
K00817.02,,CONFIRMED,8.29561738,0.0652,0.0,87.95,1.82,,,,,824.3,1.3421,0.888,24.8,0.03178,3747.0,4.728,0.1,0.524,0.536,4.18931,,,,11.39,469.0,283.86639,39.898079,,,,,17.9,3.484774,15.260293,824.3,kepler
K00818.01,,CONFIRMED,8.11437482,0.0649,0.0,88.61,2.1,,,,,1558.0,2.2736,0.573,23.58,0.037204,3692.0,4.753,0.28,0.517,0.553,3.76716,,,,10.55,460.0,288.81201,40.033401,,,,,56.4,6.7459397,45.585175,1558.0,kepler
K00819.01,,FALSE POSITIVE,38.036729482,0.2252,0.0,89.63,27.5,,,,,82872.0,4.34617,0.501,78.037,0.27018,5575.0,4.521,0.36,0.932,1.051,6.21385,,,,14.81,500.0,294.14789,40.055538,,,,,1300.0,456.11786,1785.2972,82872.0,kepler
K00820.01,,CANDIDATE,4.64090031,0.0503,0.0,19.01,30.09,,,,,2450.6,35.512,1.28,1.354,0.333559,6463.0,4.5,-1.66,0.826,0.786,0.00218,,,,421.08,1155.0,295.11371,40.071171,,,,,296.9,14.098484,135.01852,2450.6,kepler
K00011.01,,FALSE POSITIVE,3.747838198,0.046,0.0,53.12,13.65,,,,,616.0,5.0642,1.121,1.868,0.151387,5514.0,4.569,-0.04,0.826,0.926,0.00878,,,,266.76,1031.0,291.06152,50.265129,,,,,138.2,14.434505,98.60031,616.0,kepler
K00117.01,,CONFIRMED,14.74914825,0.1221,0.0,89.47,2.89,,,,,430.2,6.0995,0.173,18.56,0.018864,5847.0,4.191,0.26,1.402,1.113,0.55575,,,,137.91,874.0,297.02826,48.208611,,,,,107.4,11.163704,66.187065,430.2,kepler
K00821.01,,CONFIRMED,21.81295996,0.1495,0.0,89.92,3.38,,,,,1175.4,4.3791,0.053,39.183,0.030952,5601.0,4.41,0.08,0.999,0.934,2.39175,,,,39.33,639.0,294.77686,40.15374,,,,,37.8,6.4162097,31.21894,1175.4,kepler
K00822.01,,FALSE POSITIVE,7.91936937,0.0737,0.0,87.3,10.34,,,,,15148.0,3.3148,0.733,15.534,0.121984,5690.0,4.588,-0.4,0.776,0.852,1.13074,,,,104.0,814.0,283.53845,40.217999,,,,,389.0,47.533234,385.42834,15148.0,kepler
K00823.01,,CANDIDATE,1.028436523,0.0197,0.0,57.3,72.77,,,,,8098.0,1.8606,1.5734,2.891,0.673134,6228.0,4.428,-0.44,0.99,0.959,0.43236,,,,3400.48,1947.0,296.00699,40.295429,,,,,89.6,,,8098.0,kepler
K00824.01,,CONFIRMED,15.37562369,0.1121,0.0,88.73,11.01,,,,,15337.0,3.3169,0.692,31.24,0.12103,4986.0,4.496,0.16,0.833,0.793,2.43887,,,,30.54,600.0,283.25354,40.358189,,,,,166.0,33.115784,170.02856,15337.0,kepler
K00825.01,,CONFIRMED,8.10363271,0.0712,0.0,89.87,2.11,,,,,887.9,3.161,0.047,20.09,0.026361,4861.0,4.574,-0.08,0.732,0.733,2.33533,,,,52.82,687.0,283.22141,40.421829,,,,,39.3,7.0046763,33.637074,887.9,kepler
K00825.02,,CONFIRMED,4.71510843,0.0496,0.0,88.96,1.46,,,,,417.5,2.506,0.258,14.18,0.018268,4861.0,4.574,-0.08,0.732,0.733,2.42359,,,,108.84,823.0,283.22141,40.421829,,,,,21.3,3.765065,16.489346,417.5,kepler
K00826.01,,CONFIRMED,6.365839713,0.0659,0.0,87.92,2.44,,,,,780.7,2.9721,0.524,14.46,0.026275,5776.0,4.554,-0.18,0.849,0.939,1.41102,,,,165.33,914.0,291.14951,40.420521,,,,,70.8,7.331596,58.17086,780.7,kepler
K00827.01,,FALSE POSITIVE,5.97581754,0.066,0.0,81.71,3.86,,,,,962.4,3.065,0.941,6.53,0.035468,6108.0,4.471,-0.08,0.997,1.072,0.14724,,,,284.25,1047.0,294.22397,40.417858,,,,,50.3,7.281016,42.549767,962.4,kepler
K00839.01,,FALSE POSITIVE,2.446737317,0.0351,0.0,44.81,26.25,,,,,1177.9,4.7211,1.241,1.749,0.278526,5764.0,4.548,-0.12,0.863,0.959,0.01691,,,,597.19,1261.0,298.96112,40.862808,,,,,110.2,25.09719,98.78201,1177.9,kepler
K00840.01,,CONFIRMED,3.04033046,0.0374,0.0,85.95,8.99,,,,,10859.0,1.8411,0.736,10.41,0.104023,5035.0,4.519,-0.06,0.791,0.754,2.31195,,,,257.29,1021.0,299.3161,40.82238,,,,,568.2,50.342957,653.36066,10859.0,kepler
K00841.01,,CONFIRMED,15.33528675,0.1179,0.0,87.95,5.0,,,,,3081.4,3.897,0.773,21.65,0.056,5251.0,4.581,0.21,0.817,0.926,0.81659,,,,32.67,610.0,292.23676,41.08588,,,,,86.6,13.146613,84.09906,3081.4,kepler
K00117.04,,CONFIRMED,7.95825328,0.0809,0.0,85.95,1.06,,,,,50.0,4.377,0.706,10.01,0.006915,5847.0,4.191,0.26,1.402,1.113,0.29918,,,,314.15,1074.0,297.02826,48.208611,,,,,14.7,2.978392,10.168395,50.0,kepler
K00841.02,,CONFIRMED,31.33046135,0.1898,0.0,88.62,6.5,,,,,5073.8,5.176,0.798,33.19,0.072904,5251.0,4.581,0.21,0.817,0.926,0.70448,,,,12.61,481.0,292.23676,41.08588,,,,,117.2,23.140947,110.02644,5073.8,kepler
K00831.01,,FALSE POSITIVE,3.9043425,0.0484,0.0,84.06,12.28,,,,,16228.0,3.831,0.709,6.856,0.125229,5810.0,4.526,-0.06,0.898,0.989,0.39988,,,,351.05,1104.0,294.05676,40.549679,,,,,323.4,110.279724,1224.3164,16228.0,kepler
K00832.01,,FALSE POSITIVE,9.286358079,0.081,0.0,89.06,17.61,,,,,44791.0,3.49949,0.377,23.029,0.19639,5670.0,4.523,-0.4,0.821,0.82,2.67897,,,,95.03,796.0,294.74396,40.53392,,,,,1671.1,230.37978,1748.3405,44791.0,kepler
K00833.01,,FALSE POSITIVE,3.951405455,0.0482,0.0,76.4,31.44,,,,,2453.9,2.1862,1.276,5.42,0.331342,6046.0,4.539,-0.38,0.869,0.953,0.19337,,,,388.71,1133.0,295.50439,40.505489,,,,,117.2,13.511557,110.66481,2453.9,kepler
K00834.01,,CONFIRMED,23.65369415,0.1658,0.0,89.98,7.89,,,,,3341.8,8.2183,0.008,23.142,0.05219,5739.0,4.191,0.3,1.384,1.083,0.41907,,,,67.65,731.0,287.89713,40.637821,,,,,266.3,33.295635,188.42673,3341.8,kepler
K00834.02,,CONFIRMED,13.23352214,0.1126,0.0,89.95,3.06,,,,,504.6,6.7372,0.014,15.32,0.020278,5739.0,4.191,0.3,1.384,1.083,0.3884,,,,146.67,888.0,287.89713,40.637821,,,,,49.1,6.205785,34.323593,504.6,kepler
K00834.03,,CONFIRMED,6.15560285,0.0676,0.0,88.56,2.32,,,,,285.0,4.9843,0.235,9.34,0.015336,5739.0,4.191,0.3,1.384,1.083,0.40662,,,,406.94,1146.0,287.89713,40.637821,,,,,35.1,4.266375,26.274458,285.0,kepler
K00834.04,,CONFIRMED,2.090811305,0.0329,0.0,77.03,1.62,,,,,115.9,3.388,0.746,3.32,0.010686,5739.0,4.191,0.3,1.384,1.083,0.1588,,,,1718.04,1642.0,287.89713,40.637821,,,,,19.9,3.535499,14.88052,115.9,kepler
K00117.03,,CONFIRMED,3.180027898,0.0439,0.0,88.34,1.53,,,,,120.3,3.5797,0.196,6.751,0.009989,5847.0,4.191,0.26,1.402,1.113,0.5756,,,,1066.86,1458.0,297.02826,48.208611,,,,,50.4,5.307951,34.970474,120.3,kepler
K00834.05,,CONFIRMED,50.4467417,0.2747,0.0,89.57,2.67,,,,,370.3,7.159,0.379,50.9,0.01767,5739.0,4.191,0.3,1.384,1.083,0.97794,,,,24.64,568.0,287.89713,40.637821,,,,,19.4,5.1075315,15.157462,370.3,kepler
K00835.01,,CONFIRMED,11.76307164,0.0954,0.0,89.91,2.35,,,,,1037.3,2.9076,0.048,31.76,0.028519,4959.0,4.603,0.16,0.756,0.849,4.37951,,,,33.99,616.0,294.20215,40.66341,,,,,48.9,9.07897,39.560696,1037.3,kepler
K00835.02,,CONFIRMED,56.2279271,0.2707,0.0,89.56,2.37,,,,,862.7,3.57,0.7,90.7,0.028683,4959.0,4.603,0.16,0.756,0.849,4.47051,,,,4.22,366.0,294.20215,40.66341,,,,,20.9,6.9918575,16.481398,862.7,kepler
K00836.01,,FALSE POSITIVE,2.384052875,0.0308,0.0,58.76,17.06,,,,,1268.1,3.0918,1.178,2.27,0.222925,4794.0,4.58,-0.22,0.701,0.683,0.03902,,,,244.87,1010.0,299.64285,40.691238,,,,,50.5,7.4411964,44.634888,1268.1,kepler
K00837.01,,CONFIRMED,7.953547,0.0712,0.0,89.24,2.25,,,,,875.4,2.6312,0.3,22.68,0.026448,4768.0,4.536,0.18,0.779,0.759,3.48717,,,,55.37,696.0,291.15878,40.750271,,,,,38.4,5.371588,31.887648,875.4,kepler
K00837.02,,CONFIRMED,4.14451656,0.0461,0.0,89.99,1.48,,,,,391.8,2.3421,0.004,13.767,0.017441,4768.0,4.536,0.18,0.779,0.759,2.87358,,,,132.08,864.0,291.15878,40.750271,,,,,22.8,4.527273,18.548983,391.8,kepler
K00838.01,,FALSE POSITIVE,4.859386384,0.0571,0.0,81.27,38.33,,,,,6044.3,2.2757,1.259,8.29,0.355227,6072.0,4.47,-0.1,0.988,1.05,0.4563,,,,364.23,1114.0,292.21436,40.759762,,,,,269.7,30.702702,300.96277,6044.3,kepler
K00850.01,,CONFIRMED,10.526294577,0.088,0.0,88.69,8.24,,,,,9768.0,2.5211,0.644,28.26,0.095143,5386.0,4.553,-0.2,0.793,0.82,3.85261,,,,61.16,713.0,293.87811,41.66177,,,,,482.3,58.01924,488.70584,9768.0,kepler
K00851.01,,CONFIRMED,4.583520948,0.0535,0.0,89.81,5.39,,,,,3812.1,2.7055,0.045,13.672,0.056287,5815.0,4.54,-0.12,0.877,0.973,2.30111,,,,274.98,1038.0,299.18686,41.74268,,,,,99.5,18.698158,212.06973,3812.1,kepler
K00852.01,,CONFIRMED,3.76181843,0.047,0.0,75.62,2.66,,,,,510.6,3.5176,0.926,3.73,0.025656,5653.0,4.472,0.1,0.949,0.974,0.06927,,,,372.62,1121.0,283.31638,41.83712,,,,,35.9,4.2820764,29.971922,510.6,kepler
K00853.01,,CONFIRMED,8.20396958,0.0735,0.0,86.43,3.01,,,,,1024.4,2.9667,0.823,13.23,0.033372,5015.0,4.499,0.1,0.826,0.785,0.65082,,,,71.5,742.0,286.5657,41.808399,,,,,54.4,7.181467,44.777393,1024.4,kepler
K00853.02,,CONFIRMED,14.49645186,0.1074,0.0,84.34,3.01,,,,,647.5,4.016,0.97,9.85,0.033377,5015.0,4.499,0.1,0.826,0.785,0.0859,,,,33.48,613.0,286.5657,41.808399,,,,,25.7,5.1306577,20.855698,647.5,kepler
K00841.03,,CONFIRMED,6.54626149,0.0668,0.0,87.46,2.19,,,,,655.9,2.75,0.644,14.52,0.024555,5251.0,4.581,0.21,0.817,0.926,1.35056,,,,101.78,810.0,292.23676,41.08588,,,,,24.8,4.6233773,24.029488,655.9,kepler
K00842.01,,CONFIRMED,12.71809866,0.0934,0.0,89.17,2.31,,,,,1149.4,3.0957,0.427,29.5,0.030871,4702.0,4.592,-0.22,0.686,0.67,2.98907,,,,23.6,562.0,292.91312,41.060921,,,,,52.7,7.304412,42.002544,1149.4,kepler
K00842.02,,CONFIRMED,36.06588163,0.1871,0.0,89.77,2.64,,,,,1563.8,4.3246,0.26,63.84,0.035281,4702.0,4.592,-0.22,0.686,0.67,3.78452,,,,5.88,397.0,292.91312,41.060921,,,,,51.7,10.347036,39.547905,1563.8,kepler
K00843.01,,CONFIRMED,4.190425659,0.0535,0.0,87.52,6.21,,,,,2877.4,2.8589,0.458,10.6,0.050076,6073.0,4.392,0.2,1.135,1.163,1.28404,,,,547.9,1234.0,293.49661,41.137589,,,,,240.6,21.389048,245.59174,2877.4,kepler
K00844.01,,CONFIRMED,3.709870784,0.0471,0.0,89.86,4.35,,,,,2020.3,3.0694,0.023,9.6255,0.040686,5727.0,4.463,0.14,0.978,1.013,1.22579,,,,415.1,1151.0,283.86441,41.346458,,,,,116.1,9.246548,88.43494,2020.3,kepler
K00845.01,,CONFIRMED,16.3297527,0.1255,0.0,86.59,3.75,,,,,1187.5,6.271,0.791,13.31,0.034822,5878.0,4.444,-0.06,0.987,0.989,0.16717,,,,66.08,727.0,288.51001,41.301769,,,,,74.6,10.867014,63.15734,1187.5,kepler
K00846.01,,CONFIRMED,27.807566216,0.1711,0.0,88.96,13.84,,,,,25391.0,4.21587,0.782,43.26,0.161479,5862.0,4.584,-0.52,0.785,0.865,1.98053,,,,22.24,554.0,296.88821,41.396091,,,,,748.1,184.1626,739.8864,25391.0,kepler
K00847.01,,CONFIRMED,80.8723469,0.3577,0.0,89.4,7.59,,,,,3604.6,11.195,0.527,50.5,0.056129,5510.0,4.222,0.16,1.238,0.932,0.37264,,,,9.88,452.0,287.1543,41.565788,,,,,160.9,39.125496,129.28693,3604.6,kepler
K00848.01,,FALSE POSITIVE,3.166465862,0.0371,0.0,71.8,26.82,,,,,4357.2,2.9381,1.266,4.05,0.348902,4968.0,4.575,-0.36,0.704,0.68,0.12553,,,,196.31,954.0,284.86929,41.679192,,,,,122.1,17.338335,126.34083,4357.2,kepler
K00118.01,,CONFIRMED,24.99324319,0.1651,0.0,88.37,2.29,,,,,269.6,5.9409,0.686,24.1,0.015956,5718.0,4.181,0.0,1.317,0.961,0.42385,,,,60.88,712.0,287.36279,38.649601,,,,,62.0,10.750713,48.44607,269.6,kepler
K00849.01,,CONFIRMED,10.35533116,0.0895,0.0,89.93,2.47,,,,,750.6,3.1775,0.029,25.51,0.024674,5501.0,4.462,0.02,0.918,0.891,2.92779,,,,86.22,777.0,288.9942,41.633282,,,,,49.2,6.973618,43.478497,750.6,kepler
K00867.01,,CONFIRMED,16.08518937,0.1173,0.0,87.21,3.68,,,,,1442.4,3.984,0.867,17.79,0.040767,5239.0,4.523,0.0,0.826,0.83,0.41177,,,,33.43,613.0,292.10519,42.380322,,,,,62.6,11.495781,56.866776,1442.4,kepler
K00868.01,,CANDIDATE,235.9986399,0.6534,0.0,89.76,10.59,,,,,20715.0,8.2284,0.778,184.83,0.14756,4245.0,4.627,0.12,0.657,0.666,2.14449,,,,0.29,188.0,293.00797,42.307201,,,,,271.8,157.44649,311.33582,20715.0,kepler
K00869.01,,CONFIRMED,7.49018305,0.0703,0.0,89.95,2.56,,,,,1123.6,2.7297,0.02,21.59,0.029843,5103.0,4.562,0.04,0.787,0.823,3.3941,,,,76.06,753.0,291.63898,42.436321,,,,,53.0,8.483169,43.14732,1123.6,kepler
K00869.02,,CONFIRMED,36.2761238,0.2012,0.0,89.97,3.03,,,,,1572.6,4.7865,0.035,59.91,0.035273,5103.0,4.562,0.04,0.787,0.823,3.09103,,,,9.29,445.0,291.63898,42.436321,,,,,45.5,7.9323716,28.587673,1572.6,kepler
K00869.03,,CONFIRMED,17.46087931,0.1236,0.0,89.31,2.32,,,,,812.4,2.2641,0.594,49.3,0.026969,5103.0,4.562,0.04,0.787,0.823,7.45729,,,,24.6,568.0,291.63898,42.436321,,,,,22.6,4.671781,16.755081,812.4,kepler
K00854.01,,CONFIRMED,56.0560754,0.228,0.0,89.99,1.94,,,,,1626.0,4.685,0.018,94.7,0.036134,3593.0,4.757,0.26,0.491,0.503,5.11354,,,,0.69,233.0,289.50848,41.812119,,,,,27.4,6.1299686,19.2542,1626.0,kepler
K00855.01,,CONFIRMED,41.408316686,0.2162,0.0,89.68,11.38,,,,,22839.0,5.0264,0.377,67.69,0.139516,5522.0,4.586,-0.46,0.747,0.786,3.42177,,,,9.93,453.0,291.76041,41.944069,,,,,907.8,217.32286,904.6437,22839.0,kepler
K00856.01,,CANDIDATE,39.74893077,0.2311,0.0,88.3,14.21,,,,,15179.0,7.3051,0.881,29.734,0.134949,6122.0,4.487,-0.18,0.964,1.041,0.31474,,,,21.87,552.0,293.17929,41.969238,,,,,561.1,123.3638,505.17914,15179.0,kepler
K00857.01,,CONFIRMED,5.715425977,0.0611,0.0,88.81,2.47,,,,,908.1,2.5242,0.348,16.74,0.027348,5237.0,4.572,0.24,0.826,0.927,2.71439,,,,123.03,850.0,285.11047,42.033958,,,,,59.4,7.166417,48.613644,908.1,kepler
K00119.01,,CONFIRMED,49.18394185,0.2829,0.0,89.94,8.2,,,,,1646.2,11.3364,0.035,34.34,0.036501,5626.0,3.907,0.36,2.057,1.247,0.31666,,,,47.4,669.0,294.55917,46.062328,,,,,355.7,61.598824,250.00006,1646.2,kepler
K00857.02,,CONFIRMED,20.0261412,0.1409,0.0,88.43,2.28,,,,,421.2,1.611,0.957,34.9,0.025305,5237.0,4.572,0.24,0.826,0.927,2.00738,,,,23.14,559.0,285.11047,42.033958,,,,,10.7,3.5729597,9.322174,421.2,kepler
K00858.01,,CANDIDATE,13.61014819,0.1061,0.0,86.94,19.02,,,,,5732.9,2.594,1.081,20.24,0.192842,5697.0,4.46,-0.26,0.903,0.857,0.84633,,,,68.29,733.0,289.89777,42.009151,,,,,184.1,36.547604,209.14677,5732.9,kepler
K00859.01,,FALSE POSITIVE,10.44331991,0.0857,0.0,89.55,2.66,,,,,1159.8,2.743,0.23,29.22,0.030416,4947.0,4.516,0.08,0.802,0.769,4.32663,,,,46.94,667.0,286.24356,42.148811,,,,,51.7,10.513627,48.83681,1159.8,kepler
K00861.01,,CONFIRMED,2.237489571,0.0325,0.0,89.23,1.41,,,,,315.8,1.8119,0.128,9.527,0.015942,5265.0,4.58,0.14,0.81,0.91,3.26761,,,,427.17,1160.0,290.00757,42.116459,,,,,30.7,4.7961717,28.265633,315.8,kepler
K00862.01,,FALSE POSITIVE,5.851520671,0.0591,0.0,89.27,14.62,,,,,33004.0,3.11058,0.211,16.497,0.166109,5532.0,4.53,-0.34,0.806,0.804,2.48066,,,,155.89,901.0,284.08731,42.233231,,,,,1630.4,192.99095,1762.9304,33004.0,kepler
K00863.01,,CONFIRMED,3.167893418,0.0426,0.0,89.87,2.62,,,,,781.2,2.1814,0.026,11.389,0.025513,5895.0,4.503,-0.02,0.94,1.026,2.78453,,,,526.23,1221.0,293.81647,42.212502,,,,,64.8,5.8711963,55.665585,781.2,kepler
K00864.01,,CONFIRMED,4.311780262,0.0511,0.0,89.08,3.11,,,,,1154.0,2.7251,0.196,12.25,0.030716,5527.0,4.484,0.16,0.927,0.956,1.86883,,,,274.84,1038.0,287.24268,42.301369,,,,,86.1,7.6148076,68.72953,1154.0,kepler
K00864.02,,CONFIRMED,20.0504494,0.1423,0.0,89.31,2.69,,,,,840.9,4.556,0.383,32.0,0.026569,5527.0,4.484,0.16,0.927,0.956,1.54536,,,,35.44,622.0,287.24268,42.301369,,,,,37.8,6.4205737,29.427977,840.9,kepler
K00864.03,,CONFIRMED,9.76734503,0.0881,0.0,87.68,2.67,,,,,569.1,1.6585,0.9,22.2,0.026407,5527.0,4.484,0.16,0.927,0.956,2.17446,,,,92.46,791.0,287.24268,42.301369,,,,,21.1,3.9681692,17.335663,569.1,kepler
K00865.01,,CANDIDATE,119.0207044,0.4582,0.0,89.96,8.98,,,,,7430.5,8.1405,0.076,120.05,0.077431,5453.0,4.342,0.16,1.062,0.904,2.31024,,,,4.25,366.0,291.58377,42.36816,,,,,223.5,63.25567,165.9875,7430.5,kepler
K00119.02,,CONFIRMED,190.3200468,0.6972,0.0,89.24,7.78,,,,,1141.7,15.284,0.812,61.0,0.034654,5626.0,3.907,0.36,2.057,1.247,0.11866,,,,7.8,426.0,294.55917,46.062328,,,,,139.3,45.91216,95.55217,1141.7,kepler
K00866.01,,FALSE POSITIVE,2.861159894,0.0406,0.0,77.84,4.37,,,,,1014.3,1.8832,0.965,4.58,0.039171,6126.0,4.458,-0.04,1.021,1.09,0.22208,,,,797.1,1355.0,291.67172,42.343109,,,,,58.3,8.208323,47.643787,1014.3,kepler
K00880.01,,CONFIRMED,26.44439337,0.1687,0.0,89.97,3.91,,,,,1843.5,3.9783,0.03,52.72,0.038511,5427.0,4.463,0.16,0.929,0.915,3.96328,,,,23.54,562.0,292.87338,42.966141,,,,,88.0,15.926126,67.97784,1843.5,kepler
K00880.02,,CONFIRMED,51.53997972,0.2632,0.0,89.84,5.51,,,,,3644.3,6.3994,0.183,63.88,0.05435,5427.0,4.463,0.16,0.929,0.915,1.85679,,,,9.67,450.0,292.87338,42.966141,,,,,155.5,28.79182,112.0813,3644.3,kepler
K00880.03,,CONFIRMED,5.902245782,0.0621,0.0,89.23,2.43,,,,,702.3,2.9003,0.209,15.59,0.023909,5427.0,4.463,0.16,0.929,0.915,2.05923,,,,173.74,926.0,292.87338,42.966141,,,,,59.3,6.7249837,43.151917,702.3,kepler
K00880.04,,CONFIRMED,2.382951591,0.0339,0.0,86.85,1.86,,,,,391.6,1.8876,0.479,8.7,0.018369,5427.0,4.463,0.16,0.929,0.915,2.19197,,,,583.01,1253.0,292.87338,42.966141,,,,,41.4,3.843993,23.52045,391.6,kepler
K00881.01,,CONFIRMED,21.02250608,0.1378,0.0,89.95,3.07,,,,,1772.5,4.1072,0.036,40.546,0.037466,5067.0,4.585,-0.08,0.75,0.789,2.85327,,,,17.48,521.0,294.90973,42.935261,,,,,62.4,9.148423,47.644684,1772.5,kepler
K00869.04,,CONFIRMED,3.219814777,0.04,0.0,89.72,1.69,,,,,488.2,2.0642,0.06,12.14,0.019702,5103.0,4.562,0.04,0.787,0.823,3.26825,,,,234.93,998.0,291.63898,42.436321,,,,,30.5,3.4647944,19.364616,488.2,kepler
K00870.01,,CONFIRMED,5.912273234,0.0537,0.0,89.51,1.73,,,,,961.4,2.3254,0.17,19.7,0.027826,4072.0,4.696,-0.18,0.57,0.586,4.13623,,,,27.72,585.0,292.13702,42.42942,,,,,62.8,8.0944605,55.492382,961.4,kepler
K00870.02,,CONFIRMED,8.98581901,0.0709,0.0,89.98,1.65,,,,,881.3,2.8606,0.008,24.64,0.026527,4072.0,4.696,-0.18,0.57,0.586,3.50489,,,,15.9,509.0,292.13702,42.42942,,,,,51.8,7.210981,42.23077,881.3,kepler
